GENE_SYMBOL	ID_REF	GSM32828	GSM32829
S100b	101467_at	81.9	75.1
Cfp	101468_at	36.9	135.4
Nedd9	101469_at	660.7	535
Wdr78	101470_at	149.3	170.1
Pklr	101472_s_at	66.7	569.6
Nnmt	101473_at	1330.8	2107.1
Bmi1	101475_at	4641.3	3898.4
Pabpn1	101476_at	2005.7	2465.2
Dnalc4	101480_at	775.5	842.2
Rnf34	101481_at	540.6	361.7
Ppp1cc	101482_at	5533.7	5029.9
Ccndbp1	101483_at	2890	2121
Nbr1	101484_at	3109.4	2465.2
Eif4a3	101485_at	6615.8	7027
Psmb10	101486_at	3085.2	3045.6
Ly6e	101487_f_at	29683	25820.4
Isca1	101490_at	1615.8	1310.1
Pin1	101492_at	688.3	914.4
Afp	101494_at	42.4	118
Cd81	101495_at	4401.1	3804.3
Impa1	101498_at	397.9	341.3
Ilk	101499_at	4357.6	5113.6
Epb4.1l2	101500_at	1518	1199.9
Impact	101501_r_at	211.4	305.3
Tgif1	101502_at	4587.8	2386.7
Dpysl3	101503_at	313	72.4
Tbc1d20	101505_at	1367.2	1105.9
Snrpa1	101506_at	628.8	845.5
Scnm1	101507_at	194.6	341.7
Khdrbs1	101508_at	970.3	1289.7
Vbp1	101509_at	5495.5	5020.3
Psme1	101510_at	4068	3664.6
Pfdn5	101513_at	481.9	518.8
Trappc3	101514_at	1918.2	2299.6
Acox1	101515_at	1485.9	1377.6
Tex261	101517_at	2036.5	2515.8
Ift20	101518_at	142.9	393.9
Srp14	101519_at	8705.4	8072.6
Spata6	101520_at	1006.5	845.8
Birc5	101521_at	3715.7	3922.7
Tm4sf1	101522_at	603	235.2
Hnrnpa3	101524_at	430.1	257.9
Ndufb10	101525_at	2967.9	4492
Msx1	101526_at	764.4	352.5
Tcea1	101527_at	3600.6	3995
Tcea1	101528_at	2213.9	3039.9
Tcea1	101529_g_at	1927.8	2636.1
Eftud2	101530_at	3545.8	2984.2
Aldob	101531_at	97.5	185.5
Aldob	101532_g_at	78.1	185.9
Ncor1	101536_at	1162.9	896
Tdg	101540_at	1423.1	1485.5
101541_at	40.8	129.9
Ddx3x	101542_f_at	4711.1	4257.8
Tuba1c	101543_f_at	33752.5	50531.4
Neu1	101546_at	225.4	145.8
Synj2bp	101548_at	391	249.4
Tes	101550_at	2.9	80.6
Tes	101551_s_at	350.8	129.9
Slc34a1	101552_at	219	187
Nfkbia	101554_at	1266.1	2307.5
Rac1	101555_at	15558.1	15687.3
Bckdk	101557_at	2521.2	4071.2
Psmb5	101558_s_at	6293.7	4429.7
Emb	101560_at	8424.9	6895.8
Mt2	101561_at	15617.3	6404
Hspa14	101562_at	893.5	969.8
Cnot7	101564_at	501.2	534.1
Serpina1c	101565_f_at	508.2	297.4
Prosc	101567_at	303.4	545.4
Prosc	101568_at	391.5	705.6
Krt71	101569_at	34.8	119.9
Igfbp4	101571_g_at	20703.2	13583.9
Serpina1a	101572_f_at	167.9	86.9
Rpl27a	101573_f_at	24432.8	32142.8
Serpina1e	101574_f_at	135.5	161.4
Actb	101578_f_at	19	1635.4
Srp9	101579_at	1543.1	1630.8
Cox7b	101580_at	8320.5	7934.5
Ube3a	101581_at	306.4	562.6
Gnl2	101582_at	493	340.9
Btg2	101583_at	1883.6	2313.9
Rsu1	101584_at	5271.2	7483.2
Pgrmc1	101585_at	3234.9	3790.6
Ephx1	101587_at	8073.8	7164
Slc16a1	101588_at	33.6	61.8
Lamp2	101590_at	7164.4	5660.1
Xpnpep1	101591_at	2025.8	1749.6
Crip2	101593_at	29.6	83.2
101595_at	193.2	131.7
C78859	101596_at	269.3	348.7
D12Ertd216e	101597_at	43.4	153.7
101598_at	45.3	190.8
C030018P15Rik	101599_at	3.8	162.1
C79015	101600_at	185.6	329.6
DXErtd223e	101601_at	144.6	223.9
101603_g_at	347	181.8
D3Ertd246e	101605_at	42.5	12.6
C80068	101607_at	233.8	88.7
101614_at	13.4	63.5
Apbh	101621_at	540.5	614.1
Slc16a8	101623_at	212.2	424.5
Kcns1	101624_at	133.5	110.6
Kcns2	101625_at	130.5	153
Adam7	101626_at	108	230
Pld1	101627_at	220.9	33.2
Sox11	101631_at	91.8	242.1
Tnfrsf11a	101632_at	81.8	364.8
Npm1	101634_at	12800.9	15799.1
Adk	101647_at	161.8	91.9
101661_r_at	74.8	205.9
Suz12	101662_at	124.2	60
Rps3a	101664_at	26498	34635.1
Nr5a1	101665_at	3020.2	3183.6
AA589418	101668_at	60.9	291.8
101669_at	62.9	31.3
AA675035	101673_r_at	27.4	28.1
101678_r_at	684.1	738.2
Opn1mw	101679_at	172.2	197.5
Srst	101684_r_at	485.2	515.2
101685_f_at	475.1	795.2
D4Ertd58e	101688_at	149.2	40.3
Myst2	101694_f_at	400.3	659.8
Smg5	101697_f_at	1142.5	1565.4
Krt2	101698_f_at	328.6	210.1
Phxr2	101699_at	72.2	42
Phxr4	101700_at	505.1	426.2
101703_at	845.2	786.3
Hnf4g	101704_at	107.9	55.1
Gria4	101710_at	87	122.2
Mecom	101711_at	16.5	45.3
P2rx7	101712_at	841.6	634.2
Sstr4	101717_at	1086.6	363.5
Gm1502	101718_f_at	247.2	296.9
Adam28	101723_r_at	93.4	951.9
Hes2	101724_at	119.8	111.9
Nfkbie	101727_at	312.4	382.8
C5ar1	101728_at	766.6	639.7
Cdh6	101730_at	67	71.3
101732_at	256	419.3
Ccr1l1	101733_at	52.5	42.8
Grid2	101734_at	389.7	316.1
Fshb	101737_at	137.2	247.4
Lhb	101738_at	877.2	186.6
Adra1a	101740_at	223.3	192.7
Mir686	101741_at	7361	7321.8
Bdkrb1	101748_at	1104.6	473.9
Sprr2g	101754_f_at	2196.2	1528.3
Sprr2k	101756_f_at	710.4	380.9
Nfe2l1	101757_at	2450.7	701.2
101759_at	166.1	18.2
Gpr50	101763_at	942.4	699.1
Htr1d	101764_at	467.6	325.2
Pcdha10	101769_at	945.5	270.3
Pcdha12	101771_r_at	2309.8	615.9
Pcdha11	101772_r_at	346.4	507.2
Pcdha9	101773_r_at	112	241.2
Gja5	101778_at	487.9	284.6
101781_f_at	3252.6	3738.4
101783_i_at	20.3	16.4
101784_f_at	53.2	276.7
Ifna4	101790_f_at	150.4	14.2
Ifna5	101791_f_at	814.6	840.5
101792_at	42.2	0.2
Nfil3	101805_f_at	1180.7	1641.6
Galr3	101806_at	1625.4	2160.1
Fshr	101810_at	377.8	289
Bmp10	101815_at	107.9	272.5
Serpinb3a	101816_at	16.2	15.9
Gm5772	101824_at	127.9	150.8
LOC434035	101826_at	24	32.9
Ret	101828_at	102	132.1
Chrm1	101829_at	40.7	133.6
Ryr3	101830_at	286.6	228.7
Mapk3	101834_at	2573.3	2834.4
Ppm1b	101836_at	132.9	15.1
Ppm1b	101837_g_at	1328.3	1022.5
Ppm1b	101838_r_at	440.3	417.1
1700074P13Rik	101839_at	12.1	48.1
Egfr	101840_at	415.5	478.6
Egfr	101841_at	113.6	134.8
Egfr	101842_g_at	85.7	91.6
Sh2b1	101843_at	508.6	300.8
Pipox	101844_at	152.5	306.3
Gm7592	101846_r_at	727	173.5
Sp100	101847_at	177.7	129.6
Sp100	101848_g_at	126.4	111.1
Cd200	101851_at	33.6	23.9
Cfh	101853_f_at	691.7	237.3
Bat3	101854_r_at	2866.9	3714.8
Mtap6	101855_at	333	971.1
Kctd17	101856_at	1239.8	1506.2
Srpk2	101857_at	355	170
Rfng	101858_at	1185.8	1872.8
Aqp7	101859_at	156.5	266.1
Gmfb	101860_at	160.9	207.3
Sgce	101861_at	1612.8	2464.9
Pip4k2a	101865_at	269.8	214.4
Arfrp1	101866_at	815.7	724
Gpam	101867_at	458.5	439
Ppp2r5d	101875_at	1783	2203.8
Slc31a1	101877_at	2977.1	2712.4
Cr1l	101879_s_at	698.4	822.2
Col18a1	101881_g_at	147.2	309.2
Agt	101887_at	2325.9	291.9
Rora	101889_s_at	162.4	105.2
Dnajc2	101890_f_at	1506.4	1422
Aktip	101892_f_at	282.1	367.4
Aktip	101894_s_at	321.8	544
Cdkn2b	101900_at	46.9	61.2
Mpdu1	101901_at	858.1	458.3
Rbpj	101902_at	882.3	1222.2
Itch	101905_at	4121.5	4150.2
Smc4	101906_at	2915.6	4173.5
Clcn5	101913_at	146	363.1
Angel2	101914_at	648.4	939.5
Llgl2	101916_at	266.9	186.8
Il2ra	101917_at	10.7	33.7
Tgfb1	101918_at	1172.5	2162.8
Zfx	101919_at	684.5	319.3
Pole2	101920_at	229.2	260.1
Rab4a	101921_at	577.8	694.5
Kdelr2	101922_at	992.7	3999.4
Pla2g7	101923_at	700.1	298.8
Rad51l3	101924_at	158.5	367.7
Prkar1b	101927_at	666.3	397.7
Dynll2	101929_at	4051.4	3994.7
Nfix	101930_at	8244.4	11466.9
Ptdss1	101931_at	2549.8	1816.4
Ptpre	101932_at	758.4	543.7
Rab10	101933_at	2502.7	2034.1
Fez2	101934_at	1726.1	1773.7
Clk4	101936_at	1139.9	791.5
Clk4	101937_s_at	1229	591.8
Pabpc2	101938_at	288.2	303.8
Rnf141	101939_at	2951	2776.2
Smpd2	101940_at	584.5	300.7
Sugp2	101942_at	740	909.6
Tceb3	101943_at	995.5	761.6
Lypla1	101944_at	4458.6	3089.9
Lypla1	101945_g_at	1275.8	797.6
Lypla1	101946_at	2776.9	1708.8
Akap8l	101947_at	205.1	121.8
Lamb1	101948_at	1208.4	752.8
Pmm2	101949_at	254.7	560.1
Gipc2	101950_at	218.4	662.7
H2afz	101954_at	9721.7	13498.8
Hspa5	101955_at	9483.6	14537.4
Ckap4	101956_at	243.6	1709.1
Parp1	101957_f_at	268.7	272
Tfdp1	101958_f_at	1393.5	1585.1
Tfdp1	101959_r_at	4177.7	6365.6
D10Wsu52e	101960_at	1848.2	2077.3
Bub3	101961_at	7869.2	8017.7
Ddx17	101962_at	2707.2	6878.2
Ctsl	101963_at	11361.2	9281.2
Tkt	101964_at	5363	5418.3
Rnf13	101965_at	2403.3	2485.9
Rnf13	101966_s_at	2001.1	1650
Sdf2	101967_at	1329.3	1396.3
Odf1	101968_at	782	210.5
Rnf181	101971_at	2920.7	2894.6
Cited2	101973_at	9835.7	8444.4
Dlk1	101975_at	496.7	835.5
Cops4	101976_at	1849.5	2053.1
Nudt3	101977_at	2370.2	2456.1
Gadd45g	101979_at	916.2	899.2
Sub1	101980_at	244.4	294.8
Nr1h2	101981_at	850.8	620.6
Vasp	101982_at	2973.5	1659.8
Atox1	101984_at	10555	11312.1
Plg	101985_at	94.2	142.4
Uqcrc1	101989_at	5613.8	6849
Ldhb	101990_at	131.7	79.4
Psmb6	101992_at	4789.9	5860.8
Tnc	101993_at	234.5	431.6
Sqstm1	101995_at	16721.8	14927.1
Ptpn2	101996_at	338.7	419.3
Atg12	101997_at	1551.9	1261.7
4833420G17Rik	101998_at	545.5	475
Uqcrc2	102000_f_at	2215.3	3532.6
Rrm2	102001_at	2111.1	1644.8
Ubqln2	102002_at	1724.6	1924.7
Gbf1	102003_at	602.7	627.9
Hccs	102007_at	329	77.3
Cyfip2	102009_at	73.7	28.3
Ccdc123	102011_at	213	95.7
Skap2	102012_at	1405.4	1346.7
Homer3	102014_at	18.4	248.8
Ddx49	102015_at	679.6	264.6
Prpf4b	102017_at	209.6	166.2
Cnot3	102018_at	533.2	726.5
Mrpl13	102019_at	4580.1	3661.4
Il4ra	102021_at	1448.9	1328.1
Mcee	102022_at	360.7	341.1
Ncoa3	102024_at	118.4	58.5
Rassf5	102028_at	1215.4	1111.2
Il16	102029_at	97.4	106.7
Atrx	102030_at	230.4	118.8
Rnaseh1	102031_at	32.6	107.8
Twsg1	102032_at	2607.2	2947
Tesk1	102033_at	796.5	685.6
Tpmt	102035_at	224.8	277.6
Thap7	102036_at	409.1	544.8
Lnx1	102038_at	93.8	51.8
Gtf2h4	102039_at	1751.3	1913.2
Grk6	102040_at	1011.5	835.9
Fam3a	102042_at	361.4	404.1
Tuft1	102043_at	419.3	313.8
Wisp1	102044_at	1785.6	1804.9
Srsf10	102046_at	261.1	86.8
Nmt1	102047_at	6539.1	4777.3
Ankrd1	102048_at	797.3	449.4
Pdk4	102049_at	74.2	40.6
Abhd5	102052_at	4162.3	3581.4
Plscr2	102053_at	189	660.8
Ankfy1	102054_at	2511.2	2288.9
2610002J02Rik	102056_f_at	1509.7	1342.6
Mrpl9	102058_at	427.8	391.6
Nicn1	102059_at	609.9	618.9
Golga4	102060_at	742.2	528.5
Smarcc1	102062_at	2654.7	3402.1
Pdpk1	102063_at	148.3	65.7
Casp1	102064_at	1516	972.7
Fcna	102065_at	99.1	20.5
Mtf2	102069_at	643.9	745.2
Col9a3	102070_at	400.6	698.3
Dda1	102071_at	1986.1	1935.1
Dda1	102072_g_at	1602.5	1341.1
Otp	102074_at	361.9	370.5
102077_at	526.1	83.5
Aym1	102079_at	385.8	105.8
Robo3	102081_at	217.3	9.5
Rit2	102083_at	235.7	565.2
Cyp2c38	102084_f_at	564.8	259.2
Insm1	102085_at	30.5	315.9
Hoxa3	102087_at	503.2	565.6
Klf12	102088_at	88.4	36.6
Smyd5	102090_f_at	177.4	166.8
Srsf4	102093_f_at	212.1	383.2
102094_f_at	9434.8	11977.4
Ndufa3	102097_f_at	212.3	594.3
102098_at	17937.9	25740
Kctd17	102099_f_at	1822	1835.9
Nt5c3l	102100_f_at	111.2	145
Plp1	102101_f_at	99.6	89.2
102102_at	487.5	390.8
Glrx3	102103_f_at	5683.8	8636.4
Ms4a6c	102104_f_at	77.9	83.9
Ptgds	102105_f_at	189.1	410
C76472	102106_at	95.7	180.8
102107_at	118.6	88.4
Myh9	102108_f_at	546.5	6725.5
Rpl13	102109_at	40133.8	59649.1
102110_at	25.9	67.7
Rpp30	102111_f_at	122.7	214.6
102112_s_at	438.7	48.5
Tsta3	102113_f_at	452.6	685.5
Nusap1	102115_r_at	341	311.2
Ift27	102117_at	1355.4	2351.2
Ankrd17	102118_at	168.6	123.9
102119_at	17.7	96.7
2410018L13Rik	102120_f_at	2022.5	2174
102122_f_at	78	84.9
Lipa	102123_at	421.9	408
Cox4i1	102124_f_at	2676.9	2531.5
102125_f_at	345.6	344.6
Rps12	102126_at	37977.4	46819.2
Lgtn	102127_at	34.9	95.5
Mrps25	102128_f_at	846.4	1006.1
LOC100504701	102130_f_at	305.2	243.9
Rnf20	102131_f_at	524.2	526.3
Atp5g2	102134_f_at	2923.8	4011.8
C78893	102135_at	812.7	755.7
C79246	102136_r_at	61.7	38.4
102137_f_at	4108.7	3569.2
C77137	102140_at	128.4	173.3
4933434E20Rik	102141_f_at	933.4	1157.4
Gm14743	102142_r_at	60.5	79.1
102143_at	356.6	484.7
Sfpq	102144_f_at	451.6	207.2
Akp3	102147_at	3.3	36.9
Gm16699	102152_f_at	576.6	677.6
102160_at	79.1	108.1
102165_at	192.8	318.9
Olfr92	102168_at	49.4	30.1
Olfr93	102169_at	574.6	653
Olfr94	102170_at	96	174
Nr1i3	102171_r_at	862.9	604.5
Acsm3	102192_r_at	64.8	120
Eri2	102193_at	628.5	1069.1
2810432D09Rik	102194_at	1193.7	2095.5
Map4k4	102195_at	658.2	482.8
Gna11	102196_at	1007.2	988.7
Nucb2	102197_at	210.9	346.8
Kcnn4	102198_at	2475.9	2118.4
Tars2	102199_at	464.2	155.3
Aqp8	102200_at	226.1	194
Psen1	102201_s_at	2529.2	3044.5
Mpv17	102202_s_at	628.9	585.2
Gnptab	102205_at	266.6	287.1
Fkbpl	102206_at	76.6	267.7
Nrbp2	102207_at	343.2	348.1
Nfatc1	102209_at	364.6	148.1
Sec24b	102211_r_at	212.3	186.4
Xirp1	102213_at	279	371.7
Prx	102214_at	94.3	139.7
Ift81	102215_at	780.6	613.3
Alox12b	102216_at	31.9	4.8
Grk5	102217_at	2772.5	1644.1
Il6	102218_at	372.4	1584.6
Rfx2	102219_at	140.9	278.6
Kdm6a	102222_at	1510.2	1087.8
Ppl	102223_at	530.2	775.8
Igf1r	102224_at	2019.4	1559
Cpxm2	102226_at	12.9	2.6
Lat	102228_at	862.4	853.7
Creb3l1	102231_at	1161	1535.9
Slc39a9	102232_at	629.8	882.1
4833442J19Rik	102233_at	212.6	189.3
Mycl1	102235_at	96.5	42.4
Per3	102242_at	637.1	645.4
Ubr1	102247_at	792.2	199.4
Cask	102248_f_at	2331	1134.5
Avil	102249_at	93.4	62.8
Il27ra	102250_at	802.2	1256.8
Trpm1	102251_at	588.3	618.3
Pfdn2	102252_at	1882.8	1142.9
Osmr	102255_at	4333	3716.6
Ywhag	102259_at	1863.4	474.1
Gfi1b	102260_at	202.2	175.1
Zfp143	102263_at	216.6	297.1
Slfn1	102264_at	141.7	14.2
Myf6	102265_at	176.4	76.5
B3galt4	102267_at	157.3	206.2
Rexo1	102268_at	344.9	297.3
Zmiz2	102271_at	1417.9	1285.2
Cd160	102272_at	328.2	446.8
Atp6v0a2	102273_at	492.1	529.3
Zfp26	102277_at	556	146.4
Ppie	102278_at	21.8	18.6
Uba7	102279_at	234.3	13.6
Pcdh7	102280_at	1660	496.9
Tiam1	102283_at	372.2	375.9
Mgmt	102285_at	121.6	143.8
Araf	102286_at	400.3	209.7
Cd247	102287_at	9.2	68.7
Cd247	102288_at	171.1	185.7
Gadd45a	102292_at	726.7	685.8
Ikzf1	102294_at	232.9	66.7
Pcsk2	102296_at	205.7	270.6
Zkscan6	102297_at	64.4	2.2
Ngf	102298_at	348.1	32.1
Prkca	102299_at	1424.6	1101.5
Rapsn	102300_at	454.7	319.9
Bckdhb	102302_at	548.2	697.4
Zfp61	102303_i_at	272.4	582.7
Zfp61	102304_f_at	64.5	178.2
Gpr37l1	102305_at	115.4	23.1
Hs2st1	102306_at	613.4	312.5
Tulp3	102308_at	2052.6	2674.4
Zfp326	102309_at	827.2	573.5
Ccl22	102310_at	383.1	277.5
Gp9	102311_at	585.2	357.8
Gch1	102313_at	596.6	428.7
Cirh1a	102315_at	2384.7	1529.3
Capn5	102316_at	638.6	634.7
Vamp4	102317_at	656.6	678.3
St8sia4	102318_at	128.2	151.3
Snx12	102319_at	1419.6	1045.9
Snx12	102320_at	883.7	1230.5
Adcy6	102321_at	1765.3	982.8
Ugdh	102322_at	10209.8	7934.8
Hap1	102323_at	556.7	793.3
Aoc3	102327_at	221.2	14.6
Casp8	102328_at	701.5	354.8
St5	102331_at	926.8	665.9
Ulk1	102332_at	586	738.9
Epn2	102333_at	4349	3257.4
Dok2	102334_at	58.9	7
Kcnk1	102335_at	323.1	345.7
Tmem131	102336_at	826.9	983.9
Mina	102340_at	268.5	288.7
Gla	102341_at	257.9	74.4
Nsf	102342_at	898.8	810.6
Cd320	102343_at	943.8	648
Lefty1	102345_at	144	262.6
Ercc3	102346_at	602.7	597.1
Gm4354	102348_at	516.1	473.4
Adprhl2	102350_at	130.5	172.8
Galnt10	102352_at	1868.6	1773
Itgb2	102353_at	129.8	271.1
Tcf19	102354_at	1602.8	2682.1
Dcaf11	102356_at	351.4	105.4
Junb	102362_i_at	3145.4	4630.1
Junb	102363_r_at	2215.9	3262
Jund	102364_at	11678.7	19718
Lyrm2	102368_at	640.7	693.6
Hsd17b11	102370_at	1004.4	800.1
Nr4a1	102371_at	1790.6	622.5
Igj	102372_at	149.6	118.4
Rcan3	102374_at	432.2	418.9
Smyd5	102375_at	326.5	513.9
Sspn	102378_at	1913.3	2639.9
Rassf1	102379_at	329.5	554.5
Acsl4	102381_at	2390.1	1237.8
Arntl	102382_at	1462	925.3
Smarca2	102384_at	656.2	489.8
Wdr43	102385_at	1406.1	1549.6
Rsl24d1	102387_at	2415.9	1608.9
Gap43	102389_s_at	84.9	225
Pmp22	102395_at	6055.1	6617
Ift172	102396_at	307.2	280.4
Cbfa2t3	102397_at	69.2	50.9
Rxrb	102398_at	736.5	800.7
Ncbp1	102400_at	738.7	1334.2
Irf1	102401_at	3286.2	4938.2
Gbas	102402_at	2625.2	4517.6
Cdc45	102403_at	944.8	1038.6
Lamc1	102404_at	117.9	133.7
Cma1	102406_at	46.7	84.6
Cma1	102407_at	50.5	34.7
Naa38	102409_at	2014.3	2870.4
Hs3st1	102410_at	6.1	292.6
Zfp239	102411_at	426.2	307.7
Nup107	102412_at	1140.4	1490.2
Lmo1	102413_at	552.6	233.7
Dnajc3	102414_i_at	795.2	989.4
Dnajc3	102415_r_at	641.5	793.7
Rarg	102419_at	1083.6	1039.2
Lmf1	102421_at	449.2	629
Uxs1	102423_at	243.3	103.8
Ccl3	102424_at	176.4	95
Tle1	102425_at	505.3	263.8
Casq1	102426_at	124.9	316.1
Fyttd1	102427_at	3031.9	2144.9
Slc22a12	102429_at	672.4	733.7
Myd88	102430_at	726.8	969.1
Xpo7	102476_f_at	1458.7	2041.9
102477_at	83.6	103.3
Fbxw4	102478_f_at	803.8	926.9
Hist2h2ab	102557_at	173.5	140
102561_at	462.3	389.3
102562_at	523.2	287.7
102570_at	72.8	210.1
Fgf11	102574_at	173.4	65.4
Orm3	102575_at	485.1	371.1
Hrh1	102576_at	213	224.3
Kcnab3	102577_at	50.2	302
Hoxa6	102580_r_at	449.5	436
Mycs	102581_at	70.3	121.4
Olfr138	102583_at	9.3	146.8
Dyrk1b	102584_at	593.4	679.4
Tpt1	102599_at	40561.5	59275.7
Nrl	102612_at	71.7	165.7
Fgd3	102619_at	28.5	133.5
Cdon	102621_at	356.5	155.7
Sema3f	102623_at	337	121.2
Zfp54	102625_f_at	179.6	82.9
Zfp54	102626_r_at	292.4	37
Igf2bp1	102627_at	19.7	195.8
Fhit	102628_at	335.5	114.3
Blm	102631_at	184.9	633.4
Aspm	102632_at	283.7	286.7
Grap2	102633_at	39.2	130.8
Tgfbr3	102637_at	468.2	81.4
Chst2	102639_at	353.7	307.3
BC051019	102640_at	300.8	310.8
Slc11a2	102642_at	3018.5	2856.3
Hoxa2	102643_at	214.9	224.8
Mdfic	102644_at	3616.2	2396.4
Eea1	102645_at	797.1	457.2
Usp34	102646_at	879.2	996.8
Usp34	102647_g_at	3287.6	2486
Sftpd	102648_at	130.5	142.8
Gata1	102654_at	93.8	171.6
Itga4	102655_at	44.7	134.1
Itga4	102656_at	28.4	70.3
Hlx	102657_at	207	414.1
Il1r2	102658_at	105.5	124.7
Hoxc4	102660_at	147.5	17.7
Egr2	102661_at	629.3	241.2
Plaur	102663_at	1792	602.3
Cdk5r1	102664_at	118.3	33.4
Trh	102665_at	1253.1	1475.5
Tyr	102666_at	89.7	37.7
Wnt3a	102667_at	44.4	162.9
Ppara	102668_at	333.2	554.7
Vps54	102670_at	1471.8	881.2
Creb1	102671_at	129.4	16.1
Creb1	102672_g_at	207.7	132.8
Creb1	102673_at	75.9	100.9
Vhl	102676_at	60.4	247.9
Trim21	102678_at	350.7	460.9
Madcam1	102680_g_at	568.5	586.7
Tnfrsf4	102681_at	310.9	557.2
Epha8	102682_at	934.5	560.7
Slc30a3	102683_at	2076.3	1551.6
Smr2	102684_at	24.7	66.5
Smr2	102685_at	456.8	261.9
Suv39h2	102687_at	139.2	118.5
Tapbp	102689_at	3861.8	1789.1
Zfp385a	102691_at	657.9	756.3
Pitpnb	102696_s_at	1380.7	1320.8
Pitpnb	102697_at	803.8	666.9
Epas1	102698_at	138	273.2
Mx2	102699_at	443.9	255.1
Tbr1	102700_at	8	116.9
Cuedc1	102702_at	381.7	399.9
Hira	102709_at	300.9	233.8
Apbb1ip	102710_at	5585.1	5040.8
Rgs14	102711_at	376.7	575.4
Gata4	102713_at	35.2	195.6
Hspa1l	102714_at	27.3	42.3
Nr2f1	102715_at	109.8	120.6
AI324046	102721_at	383.6	325.8
AI324046	102722_g_at	177.5	56.8
Rabep1	102724_at	310.6	336.1
Bdnf	102727_at	4249.4	2495.8
Tln1	102732_at	232.5	291.6
Birc2	102734_at	395.2	355.5
Ccl2	102736_at	1128.9	6519.2
Edn1	102737_at	102.9	34.9
Edn1	102738_s_at	466.7	271.3
Mkrn3	102740_at	100.1	6.5
Adar	102741_at	56.5	42.3
Mapt	102743_at	652.1	414
Tcte1	102747_at	935.4	670
Cox7a1	102749_at	214.7	122.4
Apba3	102750_at	711.7	692.3
Tgfb3	102751_at	1399.9	1165.1
Cyfip1	102752_at	3537.1	2738
Birc6	102754_at	1013.9	782.1
Itln1	102755_at	263.3	363.6
Rbm6	102758_at	75.5	112.7
Pik3r2	102759_at	1108.3	1275.2
Grpel2	102761_at	723.3	746.2
Plin4	102763_at	266.2	489
Trap1a	102764_at	23.7	162.3
Cops7b	102765_at	991.8	1298.9
Mycbp	102766_at	7	76.1
Gng12	102767_at	3284.2	3371.9
Sc5d	102768_i_at	306.8	527.6
Sc5d	102769_f_at	625	386.6
Gypa	102770_at	631.8	519.4
Setdb1	102771_at	1091.4	1286.8
Abl1	102772_at	2008.7	2849.1
Car8	102773_at	4.7	77.7
Usp38	102776_at	576.9	817.9
Gadd45b	102779_at	691.1	749.2
Srxn1	102780_at	2124.2	1036.8
Ccnl2	102781_at	1728.9	1474
Riok1	102782_at	94.9	263.4
Fggy	102783_at	664	498
Os9	102784_at	282	57.6
Clcn3	102786_at	967.4	345
Jtb	102790_at	3637.1	3955.2
Psmb8	102791_at	3618.6	2395.1
Ung	102792_at	1177.7	1044
Cxcr4	102794_at	6.2	143.6
Npm3	102796_at	419.1	1007.3
Dhrs3	102797_at	222.5	225.1
Adm	102798_at	10.1	65.3
Lig3	102803_at	686.4	1123.1
Ceacam1	102805_at	495.3	80.9
Prune	102807_at	1479.5	1208
Ext1	102811_at	4601.9	4484.7
Uba5	102812_i_at	380.8	557.5
Uba5	102813_f_at	551.3	895.7
Anxa11	102815_at	3605.9	3440.9
Zrsr1	102817_at	305.8	92
Akr1b7	102826_at	356.5	285.4
Nek7	102827_at	4321	3714.5
Map2k6	102828_at	129.1	158.5
Map2k6	102829_s_at	116.1	238.8
Cd86	102831_s_at	176	139.6
Adam1a	102832_at	51.7	53.7
Cbx2	102833_at	232	370.5
102834_at	158.6	121.4
Ap2a2	102835_at	2187.3	2484
Inpp5k	102836_at	1337.6	1451.8
Plscr1	102839_at	1256.8	1960
Ptpn12	102840_at	1044.4	857.3
102841_at	1705.9	1741
Pdlim7	102845_at	1867	1173.4
Kcnj8	102849_at	22.7	27.6
Tnk2	102850_at	2860.6	2294.7
Ptpn6	102851_s_at	145	58.1
Cdh2	102852_at	874.6	843
Smc3	102853_at	748.6	996.9
Atp7a	102854_s_at	431.7	505.6
Sox10	102856_at	228.4	388.3
Pkib	102858_at	11.6	248.5
Reep1	102859_at	212.8	247.2
Zkscan1	102863_at	602.1	610.5
Smad5	102865_at	352.8	343.3
Tead4	102866_at	1721.2	1674.1
Tead4	102867_at	364.9	335.3
Tead4	102868_g_at	113.7	81.1
Efna2	102869_at	183.1	18.8
Ephb6	102871_at	2008.5	2509.2
Zfp51	102872_f_at	154.6	204.9
Tap2	102873_at	308.8	177.3
Ptpn11	102874_at	64.8	4.9
Rps6kc1	102875_at	142.8	75.1
Rad52	102878_at	783	1166
Fcgr1	102879_s_at	801.9	1170.5
Bbs9	102881_at	1139.4	618.6
Zfp46	102882_at	237	208.6
Rpap1	102883_at	448.6	323
Vamp7	102885_at	715.1	456.3
Gpc4	102886_at	512.2	568.1
Tnfrsf11b	102887_at	338.9	258.4
Limk1	102888_s_at	268.2	366.4
Snta1	102890_at	2170.9	2519
Wrn	102891_at	539.9	536.7
Kcnab2	102892_at	73.8	103
Pou2f1	102893_at	329.4	306.8
Pou2f1	102894_g_at	158	136
Nipbl	102895_at	643.8	711.2
Dok1	102896_at	3288.1	1842.6
Hgf	102898_at	175.8	42.4
St6galnac3	102899_at	138.4	150.7
Lhx3	102902_at	143.4	39.9
Casp4	102905_at	110.8	22.4
Phldb2	102907_at	2848	3782.7
Epb4.2	102908_at	69.4	58
