GENE_SYMBOL	ID_REF	GSM32828	GSM32829
Ubap2l	96578_r_at	856.8	820.3
Sass6	96579_at	143.4	282.1
Pbx3	96580_at	377.8	206.2
Avpr2	96585_at	43.4	275.8
Arf3	96587_at	2485.7	1271.8
Ptger3	96589_at	1.1	112.8
Otud7b	96590_f_at	820.2	342.9
Pik3r1	96592_at	348	179.4
Elk1	96593_at	435.5	293.2
Hspa4	96594_at	3573.7	3345.9
Pax1	96595_at	112.6	70.8
Ndrg1	96596_at	2925.2	3422.2
Ccnj	96598_at	135	144.4
Qsox1	96602_g_at	171.8	70.7
Qsox1	96603_at	168.5	198.7
Dus1l	96604_at	721.1	848.2
Tmem176a	96605_at	1942.7	3027.4
1500003O03Rik	96606_at	2233.2	2086.1
1500003O03Rik	96607_at	5577.6	5716.1
Phyh	96608_at	126.1	54.7
Srsf11	96609_at	2184.9	1875.8
Atp6v1h	96610_at	2143.1	1396.6
Ndufa11	96611_at	3430.4	4518.8
Fam96a	96613_at	2585	1846.9
4933426M11Rik	96614_at	2817.6	5158
Ypel3	96615_at	2363.2	2252.9
Atad1	96616_at	2160.9	1764.9
Drap1	96617_at	3336.3	3370.4
Rpp21	96618_at	247.7	280.9
Abcf3	96619_at	452.9	97.6
Gsg1	96620_at	166.2	18.3
Pih1d1	96621_at	1186.5	1795.9
Ugcg	96623_at	1254.6	1012.8
Wdhd1	96625_at	662.2	1098.6
Tufm	96626_at	1324.5	1508.2
Ebp	96627_at	3855.7	4670.5
Eprs	96628_at	670.1	791.8
Nudt19	96629_at	832.3	984.8
Spink3	96630_at	17.9	4.4
Morf4l2	96632_at	15872.5	16764.8
Morf4l2	96633_s_at	6497.6	5051.5
5730469M10Rik	96634_at	48.2	114.5
Gle1	96635_at	1037.2	726.6
Dctn5	96636_at	3194.8	3448.7
Tbc1d1	96637_at	313	228.8
Fam107b	96640_at	3171.9	2903.2
Parl	96641_at	3431.1	2724.2
Usp39	96646_at	637.3	1013
Dcun1d5	96647_at	2081.3	1959.4
Tmx2	96649_at	1389.8	1492.9
Auh	96650_at	930	860.5
Smarce1	96651_at	756.8	958.2
Mrpl28	96652_at	1547.7	2037.7
Wdr48	96654_at	432.9	248.3
Wdr48	96655_g_at	595.4	1135.7
Wdr48	96656_at	701.2	681.1
Sat1	96657_at	5282.5	3193.5
2900010J23Rik	96658_at	4954.1	5862.6
Nrd1	96661_at	2545	2277.7
Ppap2b	96662_at	5508.9	6627.5
Surf6	96663_at	162.2	270.3
Huwe1	96664_at	1537.7	1529.8
Vps26a	96665_at	1993.5	1877.7
Ntan1	96666_at	147.3	538.4
Vps41	96667_at	1766.5	1870.2
Timm17b	96668_at	4059.4	4709.8
2400003C14Rik	96669_at	1364.7	1140
Gstk1	96670_at	69	41.8
Hopx	96672_at	590.8	640
Tnpo3	96674_at	2009.6	2674
Unc50	96675_at	3665.8	2883.8
Chchd7	96676_at	594.9	791.6
Setd8	96677_at	1144.5	1919.2
Dhrs4	96678_at	503.8	559.1
Dnajb9	96679_at	167.2	104
Dnajb9	96680_at	347.3	238.1
Grsf1	96684_at	1664.7	1326.5
Romo1	96686_i_at	7865.8	8618.6
Romo1	96687_f_at	3474.5	3560.3
Dram2	96688_at	376.4	180.8
Taf11	96691_at	869.5	1099.8
Fgfr1op2	96692_at	1361.2	915.7
Rars	96693_at	5341.4	3977.6
Tcl1b1	96694_at	20.8	79.3
Ube2a	96695_at	907.2	864.9
Prmt1	96696_at	4624.3	4103.1
Psmd5	96698_at	4535.7	4425.9
Hmgn1	96699_at	21972.3	29398.6
Rap1b	96700_r_at	208.9	239.8
Uba2	96701_at	4167.9	5996.8
Maged1	96703_at	6584.8	6048.1
Zscan21	96707_at	830.8	1428.2
Tmed3	96708_at	2263.4	3840.6
1110008P14Rik	96709_at	5072.6	7769.3
H2afv	96710_at	3840.9	7239.5
Znrd1	96711_at	1128.1	1699.4
1110003E01Rik	96716_at	4438.7	4082.9
Ddx47	96717_at	1131.7	1150.9
Pvalb	96719_i_at	1124.3	881.1
Ssx2ip	96723_f_at	1410.7	1468.8
Ssx2ip	96724_r_at	631.6	488.9
Cic	96725_at	1052.8	987.4
Cdk8	96726_at	1523.3	1109.9
Wdr45	96728_at	1304.7	936.6
Tpp2	96730_at	419.3	209.9
Ddx6	96731_at	1914.7	1382.8
Dcaf12	96732_at	491.2	719.4
Rap1gds1	96733_at	2158.8	3113.7
Synj2bp	96734_at	1389	1626.1
Lpp	96736_at	3433.8	2618.6
Adam9	96738_at	1617.5	1613.7
Ufm1	96739_at	163.5	225.7
Phf12	96741_at	561.2	351.9
1810035L17Rik	96743_at	2671.6	3257.2
Acp6	96744_at	339.8	79.3
Dlat	96745_at	325.9	312.9
Dlat	96746_at	969	899.9
Rhou	96747_at	188.6	373.4
Tmem30b	96748_i_at	24.3	135.6
Ilkap	96750_at	1518.7	1761
Arl5a	96751_at	3188	2556.4
Bcl7c	96753_at	107.7	535.1
Etf1	96754_s_at	5546.5	4318.8
Etf1	96755_at	4929.3	5116
Ndufaf4	96756_at	418.7	356.2
D10Jhu81e	96757_at	540.8	785.6
Sec14l2	96758_s_at	511.2	400.2
Timm9	96760_at	142.8	241.1
Slc44a4	96761_at	517.8	656.7
Tnpo1	96762_at	4195.7	3810.9
Sardh	96763_at	600.3	714.4
Iigp1	96764_at	1470.3	505.5
Peg3	96765_at	910.3	372.8
Tyro3	96766_s_at	697.4	779.6
Esyt1	96767_at	386	412.3
Fbxw4	96768_at	605.3	762.6
Erbb3	96771_at	117.1	84.3
Prim1	96772_at	615.8	1363.4
Erp44	96773_at	1357.8	2532.5
Fermt2	96774_at	4431	3692.5
Cbx1	96775_at	385.7	379.9
Sf3b1	96777_at	1231.9	1134.5
Rrs1	96778_at	1122.5	1010.2
2410022L05Rik	96779_f_at	771.6	947.5
2410022L05Rik	96780_at	119.1	161.6
Rrn3	96781_at	607.9	1083.2
Anln	96784_at	5508.5	5198.9
Serpina10	96787_at	387.8	411.7
Galm	96789_i_at	15.7	3.1
Galm	96790_f_at	71.4	2.5
Fam101b	96791_at	1498.6	1498.4
Apob	96792_at	13.4	111
Dmap1	96793_at	624.6	505.2
Zfp622	96794_at	537.5	410.4
Fbxw5	96797_s_at	1951.7	2069.8
Fbxw5	96799_at	590.8	589.4
Ak1	96801_at	6653.4	5345.3
Pdcd7	96802_at	392.8	410.2
Gbe1	96803_at	286.8	144.8
Nop2	96804_at	616.4	1207.1
Lpin2	96806_at	495.4	561.3
Il2rg	96807_at	144.9	139.7
Lmo2	96810_at	225.2	290.1
Rab31	96811_at	4057.7	2947.4
Smo	96812_at	934.8	1161.6
Otud5	96813_f_at	2602.2	2043.8
Otud5	96814_r_at	636.6	630.8
Dtx2	96818_at	928.7	626.4
2310035K24Rik	96819_at	2374.2	1507.5
Eif2b5	96822_at	1815.9	2085.6
Sox15	96824_at	284.8	360.4
Tenc1	96825_at	1175.2	1555.8
Mfap4	96826_at	119.8	137.7
Cad	96827_at	207.4	571.6
D19Wsu162e	96829_at	2555.7	1696.5
Pdia5	96831_at	717.9	1053.4
Slc39a1	96832_at	1292.6	2751.4
Nucks1	96833_at	1330.3	588.3
Srsf9	96834_at	4432.9	4364.1
Zfp161	96836_r_at	140.7	163
ORF61	96837_at	3004.6	2754
Rce1	96838_at	1136.9	1174.9
1110014N23Rik	96839_at	233.6	396
Pim3	96841_at	1232.9	606.3
Eif4e2	96843_at	2031.5	2682.2
Slc30a9	96845_at	769.4	789.9
Vps28	96847_at	5341.4	5616
Timm8a1	96849_at	1016.7	1109.2
Eif4g3	96850_at	718.6	895.2
Prkar1a	96852_at	9565.1	8704.7
Copa	96854_at	6088.9	6124
Spcs2	96855_at	3769.9	4647.1
C1qbp	96856_at	3749.2	3573.8
C1qbp	96857_at	45.3	76.2
Aifm1	96858_at	3731.4	3743.6
Rnf10	96859_at	6853.5	9211.4
Mrpl50	96861_at	732.3	585
1110002B05Rik	96862_at	2503.2	2774
Mrps26	96864_at	981.8	1386.6
Marcks	96865_at	1615.1	2279.9
Avpi1	96866_at	1585.8	1210.1
Azgp1	96867_at	57.8	2.2
Gabarap	96869_at	9742	11319
Aco2	96870_at	12085.1	11932.4
Slmo2	96871_at	2112.3	2689.3
Sgta	96872_at	4434	3941.1
Tax1bp1	96873_at	400	356.5
Tax1bp1	96874_g_at	7045.8	6411.8
Tax1bp1	96875_r_at	113	2.1
Laptm4a	96876_at	17439.5	15911.6
Cyb5b	96878_at	3083	1726.8
Ogdh	96879_at	1718.9	1728.4
Commd6	96881_at	2891	2834.2
Eif3m	96882_at	8324.5	7666.3
Eif3g	96883_at	4556.3	5226.1
Carhsp1	96884_at	3916.3	4854.9
Stab1	96886_at	64.9	65.2
Ndufb11	96887_at	5661.3	6669.4
Akr1a4	96888_at	16031.7	19329.6
Lonp2	96890_at	2181	1847.7
Anp32b	96891_at	10263.8	14565.7
Psma1	96892_at	1097.9	2290.7
Tmed4	96894_at	1419.6	1266.2
Actr2	96896_at	5508.2	5340.7
Atp5f1	96898_at	200.2	1210.2
Ndufs3	96899_at	4875.6	5646.5
Ccdc53	96902_at	1202.5	2102
Mrps7	96904_at	1313.2	1618
Dmkn	96908_at	32.2	44.1
Ndufab1	96909_at	3223.9	4742.2
Acsm2	96910_at	54.5	209.1
Gnb2	96911_at	8069.2	9455.9
Hadhb	96913_at	2850.2	2820.1
Ndufa3	96915_f_at	6411.9	8838.3
Mrpl33	96916_at	872.7	956.1
Fam54b	96917_at	185.6	501.4
Atp6v0c	96919_at	11137.4	11780.6
Htra1	96920_at	17208.7	13659.7
Ttc1	96921_at	953.2	847.7
Wdr82	96924_at	1368.2	803.1
Glt25d1	96925_at	2471.8	3659.3
Smoc2	96926_at	20.5	86.2
Ehd1	96929_at	120	111.1
Ehd1	96930_at	401.1	310.8
96931_at	4.1	536.3
Nudcd2	96932_at	672.6	587.2
Myeov2	96934_at	5153.1	3702.5
Pdzk1ip1	96935_at	252.1	422.3
Copg	96936_at	3028.6	2356
Tead2	96940_at	584.2	838.8
Ift27	96941_at	3315.9	4871.6
Eif3l	96942_at	16281.4	15607.1
Gps1	96943_at	6859.1	9181.1
Snap23	96945_at	769.6	570.9
Lsm1	96946_at	845.7	1101.9
Etfb	96947_at	2445.9	3219.9
Qdpr	96948_at	2108.6	1715.1
Ythdf1	96949_at	2726.4	2028.8
Atp6v1d	96951_at	2891.5	2871.9
Psma6	96952_at	8977.8	10289.7
Stk24	96954_at	1814.3	925
Atp6v0e2	96955_at	1117.8	1042
Prdx5	96956_at	6175.1	6016.8
Cib1	96957_at	1457.5	1065.1
Ube2n	96959_at	6117.7	6581.4
96961_at	237.8	199.8
Rpl6	96962_at	28224.1	30427
Gm10883	96963_s_at	172.3	219.9
Gm2426	96967_at	1.1	32.5
Gm13290	96968_at	526.2	463.8
LOC432699	96970_at	88.6	23.4
96971_f_at	212.2	179.3
Gm1077	96972_f_at	275.4	199.2
Sytl4	96978_at	102.2	187.6
Syt10	96979_at	27.3	123.5
Myh10	96980_at	108.5	32.7
Olfr1509	96984_at	171.2	85.2
Olfr140	96986_at	355.3	362.3
Foxo4	96987_at	1858.2	1894.7
Pax5	96993_at	980.1	562.4
Chrna6	96996_at	5.7	147.1
Olfr157	97001_r_at	130.5	301.7
Olfr159	97003_at	383.5	147.2
Olfr71	97004_at	2297.2	1969.6
Olfr70	97005_at	467.5	642.5
Lifr	97006_s_at	73.2	108
Smok3a	97007_at	123	19.4
Aurkaip1	97012_f_at	1810.4	1576
97017_f_at	1709.3	2217.2
Prdx1	97055_s_at	30956.3	31396.1
Rab33b	97058_f_at	830.1	496.3
Rtn3	97077_f_at	4827.4	4389.9
C79562	97080_at	48.7	68.1
Eif2s2	97083_at	723.4	1508.6
97085_at	95.5	67.8
Tcf20	97090_at	943.9	554.5
Ripk1	97091_at	412.1	407
Mesp2	97092_at	525.4	208
Bub1	97095_at	236.2	204.7
Prkar2a	97096_at	349.2	631.9
Myo9a	97097_at	588.8	361.8
Kcnn1	97100_at	43.5	485.1
Yme1l1	97102_at	223.6	198.7
Rfk	97103_at	621.3	422.2
Rfk	97104_g_at	1791.8	1011.8
Zc3h12c	97105_at	314.5	297
Mterfd3	97107_at	139.3	95.4
Recql5	97108_at	120.5	202
Chst2	97110_at	395.3	341
Trak2	97111_at	755	277
Psap	97114_at	12374.2	9752
Gm14327	97115_at	1757	1541.7
Fam83f	97116_at	254.3	71.1
A630007B06Rik	97118_at	401.9	327.9
D7Ertd59e	97120_at	88.2	190.1
Fgf6	97121_at	16.9	60
Dfna5	97124_at	1518.1	496.8
Ryr3	97126_at	4.1	103.5
Il5ra	97128_at	49.4	44.1
Ate1	97130_at	196.7	78.4
Soat2	97132_at	677.2	1052.6
AA517864	97134_at	42.5	115.5
Etl4	97138_at	83	171.2
97143_at	127.9	51.3
Erlin1	97145_at	1365.3	1173.7
Erlin1	97146_g_at	537.2	394.4
C530030P08Rik	97147_at	19.9	15
Gm4137	97148_at	56.7	25.6
Rax	97149_at	213.4	300.8
Gpr27	97151_at	1309.7	650.6
Mstn	97155_at	14.2	115.4
Zfp651	97158_at	502.1	351.9
Sparc	97160_at	9399.5	13522.2
Sfpq	97161_at	25.8	2.6
97162_at	23.6	17.8
Srcap	97163_g_at	437.4	514.6
Rnaseh2b	97164_at	1207.2	1767.7
D2Ertd93e	97165_r_at	68.8	51.1
Elac2	97166_at	385.1	392.7
97167_g_at	1637.2	987.6
97171_f_at	579.9	538.7
97176_at	674.8	710.9
AI314034	97178_at	405.5	827.1
BC048355	97179_at	1469.5	2130
Ccne2	97182_at	200.3	350.4
Tbc1d22a	97184_at	804.8	430.6
Arnt	97185_at	461.1	350.4
97186_s_at	596.9	272
97187_at	68.9	239.9
97189_at	11.9	103
Tcfcp2l1	97193_at	341.1	77.7
AI506816	97197_r_at	4558.8	7903.9
Cpne1	97199_at	2700.6	2277.6
Snrpe	97200_f_at	6961.3	7855.4
Ndufa5	97201_s_at	3950.5	6322.8
Marcksl1	97203_at	3824.8	2287.6
Dnajc15	97204_s_at	356	470.2
Eif3j	97205_at	4006.3	2690.9
Lypla1	97207_f_at	7110.7	5031.4
1700037H04Rik	97210_at	936.8	1189.2
Fem1a	97213_at	50.3	103.1
Pzp	97216_at	68.3	273.3
Ahcyl1	97217_at	8908.6	8768.7
Psmg1	97220_at	1439.4	2269
Rab6	97222_at	799	1110.7
Pnrc1	97224_at	5687.2	4050
Gna12	97226_at	2394.1	2327.8
Gna12	97227_at	394.3	405.5
Rogdi	97228_at	238.8	399.1
Nsa2	97229_at	6240.7	7182.7
Apobec2	97234_at	126.7	208.2
Apobec2	97235_f_at	44.9	42.4
Pno1	97237_at	2432.6	2073.6
Tacc3	97238_at	586.5	848.8
Ubxn1	97239_at	125.2	118.4
Ubxn1	97240_g_at	3846.7	3011.7
Ubxn1	97241_at	1984.6	2024.9
0610010O12Rik	97242_at	1172.1	812.4
Slc9a3r1	97243_at	2354.6	1351.1
97247_at	841.8	833.2
Dbi	97248_at	6591	10666.5
Exosc5	97249_at	1351.4	1179.3
Nop10	97250_at	9174.5	8427.8
Mrps10	97251_at	1206.3	746.6
Mrto4	97252_at	390.9	1054.5
Tpd52l2	97253_at	912	849.1
Rbm8a	97254_at	3231.8	3367.5
Celf2	97255_at	598.2	151.2
Lactb2	97257_at	212.7	308
Lactb2	97258_at	189.7	265.2
Arpp19	97259_at	1345.6	1055.3
Arpp19	97260_at	257.2	192
Dnaja1	97261_at	5124.1	3455.9
Csnk1d	97262_at	3814.4	3050.9
Csnk1d	97263_s_at	7149.8	5999.6
Csnk1d	97264_r_at	589.4	1306.3
1810013D10Rik	97265_at	592.3	728.1
Krtcap2	97268_i_at	4744.4	6024.1
Krtcap2	97269_f_at	6304.1	8869.8
Nxn	97270_at	89.8	220.2
Lsmd1	97271_at	1888.5	1763.4
Srrt	97273_at	2418.1	4968.9
Psmd14	97274_at	6321.6	6482.2
Tbcb	97276_at	1377.5	2179.3
Triap1	97277_at	606.8	1162.6
Hibadh	97279_at	1442.4	1159.5
LOC640502	97281_at	62.9	142.2
Mela	97282_at	449.5	957.7
Bcl2l13	97284_at	1367	1664.3
Ubxn6	97285_f_at	477.5	340.1
2810407C02Rik	97292_at	5336.4	4579
Rbm10	97293_at	388.4	674.8
Cdca8	97295_at	2107.8	2901.9
Mrpl44	97296_at	509.8	564.4
Rab14	97301_at	5748.3	6508.7
Ivns1abp	97302_at	799.8	731.7
Ubp1	97304_at	1489	904
Nip7	97305_at	1076.8	1257
Ndufb5	97307_f_at	9436.4	12003.8
Tmem11	97308_at	904.8	554.3
St13	97309_at	4442	4524.3
St13	97310_at	3427.5	3023.7
6720456B07Rik	97311_at	5386.8	6748.3
Cd164	97312_at	5529.1	5241
Gdi1	97313_at	2289.5	1194.9
Polr2d	97315_at	741.3	1277.6
Dtd1	97318_at	331.9	301.7
Rrad	97319_at	214.5	233.5
Slc39a4	97320_at	152	108.7
5133401N09Rik	97324_at	432.2	491.2
Pxk	97325_at	713.9	919.1
Fen1	97327_at	1418.7	1684.5
Ints3	97329_at	1010.2	754.2
Abcf1	97330_at	3592.9	3878
Capn10	97331_at	319	799.7
Pnkp	97332_at	373.7	311.3
Dync1h1	97333_at	1553.3	1189.7
Hes6	97334_at	459.6	382.1
Timd2	97335_at	287.4	274.4
Ctsf	97336_at	132.4	36.4
Mtap7d1	97338_at	12.1	1.9
Git1	97339_at	1274.9	1832.3
Sart3	97340_at	731.5	589.3
Praf2	97341_at	2256.3	1749.7
Mrps14	97342_at	3864.6	4195.7
Mepce	97343_at	1489.1	2433
Anp32e	97345_at	1210.3	613.7
2610001J05Rik	97346_at	626.5	441.9
Ltbp4	97347_at	401.3	433.6
Frmd6	97349_at	3630.9	1796.5
Cox6b2	97352_f_at	617.5	635.4
Dab2ip	97353_at	229.1	740.2
Gtf3c1	97354_at	1264.3	1086.8
Alkbh5	97355_at	620.7	437.8
Tmem160	97356_at	2617.3	3376
Lphn1	97358_at	887.4	1199.8
Tm9sf1	97359_at	3209.8	2795.2
Cmtm3	97360_at	1428.3	867.4
Ptk2	97363_at	706.7	581.7
Asf1b	97364_at	1010.5	1543.2
Coro2b	97365_at	464.3	790.4
Lemd2	97366_at	1458.7	1864.3
Akap1	97367_at	337.9	458.1
Akap1	97368_at	1888.2	1271.5
Akap1	97369_g_at	727.9	546.8
Spryd4	97370_at	471.7	479.7
Haus5	97371_at	84.9	34.9
Dazap1	97372_at	417.8	556.4
Slc25a19	97373_at	588.5	504.5
2810025M15Rik	97374_at	1180.4	1930.3
Pkd1	97375_at	522.4	316.1
Coil	97377_at	159.8	106.2
Zc3h14	97380_at	2244.8	2074.1
Tcp11	97381_s_at	446.6	354.1
97382_at	17.4	96.3
Slc6a6	97383_at	6078.6	6666.6
Nagk	97385_at	598.2	131.2
Zfp703	97386_at	910.5	1006.1
Chpf	97387_at	1360.9	2506.2
Cdc25a	97390_at	659.4	355.5
Haus4	97391_at	211.3	509
Tmem129	97392_at	864.2	1109.8
Vrk1	97393_at	167.7	552.6
Smarca5	97394_at	1962	845
Prpf19	97395_at	2031.2	2327.2
Coq5	97397_at	390.7	360
Pck2	97398_at	885.9	1333.8
Josd1	97401_at	2948.4	2957.9
Tsfm	97403_at	942.9	679.4
Dda1	97404_at	1488.8	1198.3
Rps6ka1	97405_at	30.1	121
Cbfa2t2	97406_at	848.2	864.4
Ubac1	97407_at	849.3	1348.1
Irgm1	97409_at	1305.9	535.5
Mcart1	97410_at	133.9	257.3
Ect2	97411_at	1746.3	2302.7
Snrnp25	97412_at	2168.9	2606.8
Noc4l	97414_at	563.7	678
Rab3d	97415_at	429.8	889.9
Commd7	97419_at	795.1	1054.1
Smc2	97421_at	2601.9	3030.4
Iars2	97422_at	1816.8	1491.5
Ift46	97423_at	1140.7	1755.1
Arl6ip5	97424_at	4413.5	2714.9
Slc44a1	97425_at	3539.5	4681.6
Emp1	97426_at	19749.1	20712.4
Mbl2	97427_at	360.5	385.7
Dom3z	97428_at	1250.5	1665.6
Snrk	97429_at	170.3	248.6
Slc37a4	97430_at	277.3	498.5
Mcm3ap	97433_at	476.7	712.6
Nsun4	97434_at	317.2	121.3
F13b	97435_at	8.6	23.7
Man2c1	97436_at	934.4	382.5
Ankib1	97437_f_at	108.2	19.7
Ankib1	97438_r_at	200.9	263.1
Acin1	97441_at	893.3	1478.1
Mrpl52	97443_at	6772.4	7419
Ifi30	97444_at	132.8	189.6
Ppid	97445_at	1817.2	1028.2
Dhx30	97446_at	1440.7	1514.3
Map1lc3a	97447_at	695.5	431.3
Aldh7a1	97449_at	1132	1619.4
Aldh7a1	97450_s_at	1299.7	1094.9
Mcfd2	97451_at	5083.4	3855.5
H2afy	97452_at	1055.8	1000.6
Acsl5	97456_at	2614.7	2749.6
Gnb1	97458_at	304.4	2598.2
Psma4	97459_at	7764.3	7391.8
Ube2r2	97460_at	8329.9	10268.1
Zfp706	97462_at	4526	4401.2
Zfp706	97463_g_at	7899.8	7494.3
Zfp706	97464_at	4389.3	3279.4
Slc6a18	97465_at	105.9	73.3
Cks1b	97468_at	5019.7	5356.9
Armc1	97471_at	790.6	804.2
Slc25a17	97472_at	4849.7	5220.1
Tspan4	97473_at	5665.7	8941.7
Xrn2	97475_at	130.6	101.3
Timm8b	97477_at	1659.5	1830
Naa35	97478_at	928.7	1448.2
Ube2l3	97479_at	6002.5	6302.2
Dnajb3	97481_r_at	326.8	53.6
Cab39l	97482_at	1334	1002.2
Rpl19	97483_at	40410.7	52713.4
Zmynd11	97484_at	2395.7	2566.5
Pcyox1	97485_at	2814.9	2416.8
U2af1	97486_at	3209.5	3171.8
Serpine2	97487_at	4250.9	2513.2
Lrwd1	97488_at	1639.4	2338.6
Pygb	97489_at	926.3	1213.2
Bcl7b	97490_at	255.1	162.2
Hnrnpr	97491_at	1566.5	1156.3
Txndc12	97492_at	2164.6	2473.5
Prkcdbp	97496_f_at	83.5	86.4
Fhl1	97498_at	265.6	262
Fhl1	97500_g_at	813.1	502.4
Dld	97502_at	3779.1	3301.9
Arl1	97505_at	3245.4	4076.7
Rnf2	97506_at	1688.9	1062.1
Lgals3bp	97507_at	2098.3	228.7
Mdh1	97508_at	357.4	527.7
Fgfr1	97509_f_at	2677.5	1693.1
Mgll	97510_at	269.2	458.2
Mgll	97511_at	125	47.9
2010107E04Rik	97512_at	8326.1	9520.6
1810063B05Rik	97514_at	841.5	1212.8
Hsd17b4	97515_at	1641.6	2061.6
Ganab	97516_at	2747.1	1924
Exosc4	97517_at	2742.9	1921.3
Fdft1	97518_at	3018.7	3734.4
Spp1	97519_at	45691.3	51709.3
Ass1	97521_at	3918.6	5595.8
Gyk	97525_at	523.3	456
Ap3m1	97526_at	1218.2	1201.3
Cks2	97527_at	3762.7	6329.9
Cnih	97528_at	3776.1	5911.8
Anxa8	97529_at	13682.1	12319.9
Ube2i	97530_at	1632.1	1023.4
Ppp5c	97532_at	602.5	524.7
Fcgrt	97533_at	867.5	996.6
Ywhah	97535_at	3691.4	3913.2
Wdtc1	97536_at	1008.5	1819
Gusb	97538_at	1702.2	1165.5
Prmt3	97539_at	246.6	259
Sept2	97543_at	2961	4284.2
Ywhaz	97544_at	9771.8	10043.4
Cfl2	97549_at	1026.6	839.5
Hdac7	97550_at	2835.2	3022.8
Hip1r	97551_at	990.5	904.1
Galnt2	97553_at	5557.3	6006
BC005624	97554_at	1034.4	876.9
Anp32e	97556_at	2881.8	2588.9
Tor2a	97557_at	388.8	293.4
Eef2	97559_at	19155.7	20649.9
Psap	97560_at	1447.2	1464.9
Vav1	97562_r_at	78.7	115.4
Tfdp1	97565_r_at	348.6	295
Gm10880	97566_f_at	201.9	273.1
U29423	97570_at	429.4	139.4
Ibsp	97572_at	1002.3	1286.5
Cryge	97579_f_at	63	114.9
Odz4	97581_at	278.6	193.9
Flii	97593_f_at	2770.9	3421.2
Flii	97594_r_at	5555.7	6087.3
97598_at	87.9	85.3
Pkp1	97601_f_at	133.7	44.4
AI450241	97610_f_at	148.6	104.6
LOC100502924	97645_f_at	137.3	222.2
Polk	97651_at	24.4	125.8
Ghrhr	97652_at	692.2	772.4
Ins1	97658_f_at	136.9	118.6
Ins1	97659_r_at	1434.1	691.5
97666_r_at	23	67.7
Cts7	97678_r_at	21.9	32.7
Gstm3	97681_f_at	3112	1225.8
Gstm3	97682_r_at	2797	2458.4
97683_at	101	116.6
Pick1	97684_at	1220.8	859
Prcc	97686_r_at	669.4	170.7
LOC100504569	97687_at	566.5	481.3
F3	97689_at	1230.4	542.3
Rpl27a	97691_at	121.1	244.7
Tulp3	97694_at	144.4	168
Rpl7	97695_s_at	25832.9	31908.6
Rps24	97696_r_at	32946.5	39893.2
Bcas2	97701_at	435.6	194.6
Rpf2	97703_at	252	451.3
Snapc3	97705_at	517.6	294.4
97706_at	30.7	44.9
97708_at	34.4	9.3
Tbc1d24	97710_f_at	55.6	50.5
Pdxdc1	97713_at	171.1	178.9
Tcf15	97717_at	144.5	60.1
Ssr1	97722_at	3071.4	2749.8
Cbx2	97723_at	432.1	717
Cry2	97724_at	473.6	360.4
Bmpr1b	97725_at	166.2	87.4
Grin2c	97726_at	356	35.4
Nog	97727_at	210.9	126.3
Enc1	97729_at	90.2	300
Adora2b	97733_at	117.7	35.5
97736_at	49.2	59.4
Nlrx1	97737_f_at	67.6	239.5
Nlrx1	97738_r_at	195.1	758.4
Dusp16	97740_at	353.6	254.7
Tshb	97741_at	432.9	55.3
Zc3h3	97743_at	2081.8	2237.9
Hpcal4	97744_at	707.7	856.7
Hoxa4	97747_r_at	2344.1	2720
97749_at	375.3	63.1
Gapdh	97751_f_at	11786.1	11169.9
Snhg11	97752_at	21.5	39.9
Zfp771	97754_at	177.9	283.6
Drd4	97755_at	566.6	313.8
Prdx1	97758_at	21823.3	26766.1
Kcnma1	97759_at	47.8	64.8
Klra7	97761_f_at	655.3	570.1
Klra7	97762_f_at	629.4	756.8
Krt32	97767_at	524.8	411
Ptgfr	97769_at	1980.4	2038
Fam3c	97770_s_at	699.9	539.6
Fam3c	97771_r_at	251	357.7
Plau	97772_at	191.6	303.4
AA511254	97775_at	137.2	173.6
Drd2	97776_at	189.3	223.5
St3gal3	97778_at	798.5	319
Defb2	97782_at	231.6	401.3
Aloxe3	97784_at	242.4	115
Fam50b	97785_at	201	75.3
Ankrd2	97786_at	161.4	67.6
Slc6a3	97787_at	103.7	290.3
Krt12	97788_at	193.7	387.5
Neurog2	97792_at	54.6	78.8
Gria3	97793_at	108.2	27.4
Med14	97796_at	182.6	70.3
Asnsd1	97797_at	2637.7	2917.8
Fam63a	97798_at	528.5	425.7
Fastk	97800_at	2600.8	1971
Rpf1	97802_at	800	885.2
Mpp1	97803_at	11449.4	5756
Ufc1	97807_at	1422.9	2054.3
Sf3b1	97808_at	2182.8	2389.8
Ehmt2	97809_at	3469.2	3665.4
Arfgap3	97811_at	1427.1	1560.7
Ranbp9	97812_at	1085.4	553.5
Rela	97813_at	3785.3	4379.4
Rbm25	97816_at	400.6	246.9
Cdc42se1	97817_at	3207.9	2411.4
Snx4	97818_at	3425.2	4058.6
Gsto1	97819_at	20589.1	9615.5
Galk1	97820_at	1772.8	2055.6
Pak2	97821_at	1678.5	1444.1
Pak2	97822_at	1526.7	1434.7
Pak2	97823_g_at	2190.9	1852.8
Nhp2	97824_at	7279.5	6479.2
Perp	97825_at	5369.8	3675.8
Fcgbp	97826_at	752.7	547.9
Siva1	97828_at	2464.7	2586.7
Cdipt	97829_at	1961.8	1824.1
Pfkp	97833_at	1952	1665
Pfkp	97834_g_at	2489.1	2680.9
Rarres2	97835_at	191.2	138.9
Rnf7	97836_at	1092.7	866.9
Snhg1	97838_at	2436.1	2002.2
