GENE_SYMBOL	ID_REF	VALUE	ABS_CALL
Rnf4	93782_at	5862.7	P
Pex19	95074_at	433.1	P
Mad2l1bp	95565_at	2352.5	P
Epn1	104514_at	5204.6	P
Hspb1	92853_at	-35.5	A
Scamp3	98015_at	1572.8	P
Adam10	100751_at	919.9	P
Plekha1	94359_at	684.3	P
Clip2	99432_at	179.6	P
Napa	98887_at	2429.9	P
Cyp2b13	102820_at	-39.5	A
March7	160103_at	2073.9	P
Galnt3	162313_f_at	194.2	A
Itpr1	161661_i_at	28.5	A
Mef2a	93852_at	759.4	P
Mef2c	97357_at	-28.2	A
Plac1	104201_at	1170.9	P
Flt3	95295_s_at	344.1	M
Mtmr14	162360_f_at	320.3	P
Palm	98454_at	2242.2	P
Ccng2	98478_at	1408.4	P
Gale	93566_at	56.4	A
Cux1	104240_at	139	A
Mettl1	99499_at	229.5	P
Ncl	100144_at	18698.9	P
Hnrnph1	93990_at	7378.3	P
Mobp	100536_at	-58.8	A
Arid1a	104329_at	-72.9	A
Olfr140	96986_at	362.3	A
Capg	160106_at	5877.2	P
Il4ra	102021_at	1328.1	P
6430706D22Rik	160682_at	4817.7	P
Krt27	93800_f_at	244.4	A
Cnot4	92495_at	212.2	A
Rap1b	96700_r_at	239.8	P
Fbxo9	98906_at	386.7	P
Prg3	95300_at	51.7	A
Crp	96229_at	154	P
Sult2b1	101406_at	287.7	P
Anxa2	100569_at	52053.8	P
Sgol1	103928_at	394	P
Lamb3	92759_at	-329.5	A
Ptges	104406_at	75.2	A
Lgmn	93261_at	879.3	P
Taf11	96691_at	1099.8	P
Wbp4	103836_at	557.4	M
Senp3	104287_at	3393.8	P
Cldn4	101410_at	21.7	A
Ptprd	93847_at	-275.6	A
Anks3	96817_at	88	A
Cav3	99050_at	161.9	A
Klf2	96109_at	-358.8	A
Nelf	162236_f_at	-329.9	A
Ltf	101115_at	97.5	A
Trappc1	95629_at	4095.5	P
Ipo4	161250_at	259.8	P
St8sia2	100474_at	-651.1	A
Sln	95048_at	122.3	A
Heatr7a	104122_at	725.6	P
Sdc2	162215_f_at	18	A
Pex7	104706_at	570.8	P
Znrf2	104418_at	26.6	A
Klf7	104645_at	581.4	P
Fdx1	160062_i_at	-241.7	A
Arl5a	92294_at	674.6	P
Prnp	100606_at	6865.9	P
Tssc1	160587_at	275.1	M
Prss39	102244_at	6.9	A
Sprr3	101762_at	22.8	A
Rab3d	97415_at	889.9	P
Adam15	103588_at	698.1	P
Xpa	161552_i_at	21.1	A
Wars	98606_s_at	1819.2	P
A230006K03Rik	98764_at	-30.2	A
Ube2h	100529_at	530.4	A
Snrpa	100101_at	2536.8	P
Mrpl15	161630_i_at	-6.6	A
A630098A13Rik	95305_at	1292.8	A
Syt4	160190_at	-36.5	A
4930579C15Rik	160985_at	67.6	A
Guk1	98544_at	2821	P
Becn1	160380_at	2785.5	P
Nacc2	162118_f_at	177.1	A
Rusc1	162124_r_at	-7.7	A
H2-DMa	93092_at	-561	A
Crct1	98519_r_at	-312.3	A
Mettl8	160625_f_at	580.7	P
Ctnnal1	94174_at	13	A
Tspyl4	104045_at	108.5	A
Aldoart2	103613_at	-463.4	A
Fbxl3	103427_at	1019.3	P
Phf23	103672_at	1692.9	P
Arpp19	97259_at	1055.3	P
Ube2z	98635_at	3576.2	P
Rab11fip5	95618_at	1439.1	P
Sec1	99375_at	81.7	A
Eif4e	162222_r_at	45.7	A
Arl4d	100883_at	-91.6	A
Casp9	100368_at	128.1	A
Fhl1	97498_at	262	A
Glul	94852_at	467.4	A
Slc16a8	101623_at	424.5	P
Kif1c	160679_at	881.1	P
Prr13	96278_at	2589.7	P
Col13a1	102261_f_at	-106.3	A
Kcnj1	103973_at	-154.6	A
Tcfap2c	92275_at	-342.8	A
Stk24	96954_at	925	P
Itga3	104211_at	1844.4	P
Pdlim4	162494_at	3.4	A
Pola2	98006_at	1008	P
Spr	97886_at	977.7	P
Ogt	94818_at	760.5	P
Slc4a4	98457_at	-32.4	A
Fam50b	97785_at	75.3	A
Rala	103067_at	742.4	P
Rhou	162011_f_at	-458.4	A
Fkbp4	92809_r_at	2375.5	P
Sh3bgrl	93806_at	8872.6	P
Il1r2	102658_at	124.7	P
Atxn10	99127_at	11617.4	P
Cpox	98506_r_at	272.5	P
Hoxa4	97747_r_at	2720	A
Nacc2	92526_f_at	739.5	P
F9	102291_at	-183.4	A
Sprr2b	99701_f_at	16.4	A
Ambn	93692_f_at	15.8	A
Mbd6	104187_at	942.5	P
Meig1	160219_r_at	-865.7	A
Gdnf	161598_at	35.9	A
Rom1	161525_f_at	19.2	A
Osbpl9	99416_at	21.4	A
Set	94456_at	3905.6	P
Ralgds	161778_i_at	303.3	A
Pcp2	162452_at	177.6	P
Rps15	100602_at	120.6	A
Necap2	93769_at	998.1	A
Fancm	95894_at	162.3	P
Phtf2	104491_at	905.8	P
Cyp2d10	98612_at	-77	A
Ndufb10	101525_at	4492	P
Il17a	99349_at	278.7	P
Gli2	100395_at	13.9	A
H2-DMb1	98035_g_at	-12.6	A
Smarcb1	96050_at	3036.6	P
Ndrg2	96088_at	43.7	A
Hmgn5	103654_at	1224.8	P
Gm15772	100729_at	32656.5	P
Dlx3	99328_at	120.4	A
Npn2	101156_at	13.7	A
Hsf4	100384_at	-104	A
Igfbp1	103896_f_at	3.1	A
D19Bwg1357e	160310_at	2090.3	P
Asap1	100513_at	7342.3	P
Slc29a1	95733_at	9729.6	P
6330577E15Rik	95446_at	6507.7	P
Acp6	96744_at	79.3	A
Efna2	102869_at	18.8	A
Rab9	95516_at	4932.1	P
Pdcd4	103029_at	394.7	P
Gip	98858_at	117.8	A
Commd7	97419_at	1054.1	P
Cdk5r1	102664_at	33.4	A
Col6a1	95493_at	8484.9	P
Glrx	95722_at	6498.3	P
P2rx1	103971_at	577.2	M
Rnft1	160507_at	743.8	P
LOC100504230	104252_at	272.5	P
Wnt10a	98862_at	110.9	A
Mapk1	93253_at	1499.8	P
Tardbp	160377_at	2127.1	P
Pnmt	161917_i_at	5557.6	A
Eps15l1	98497_at	-2.1	A
Tubb5	94789_r_at	33221.4	P
Snn	93846_at	319.1	A
Apip	104752_at	2089.9	P
Cep110	98303_at	556	A
Bdkrb1	101748_at	473.9	M
Mrpl55	98109_at	311.3	P
Hmga1	100049_at	-48.5	A
Ndst2	92400_at	432.8	M
Ddx41	160663_at	370.5	P
2400003C14Rik	96669_at	1140	P
Rpp30	102111_f_at	214.6	P
Srpr	93757_at	7762.7	P
Leprel2	92263_at	591.8	P
Dnajb8	103645_at	94.2	A
D1Ertd83e	96431_at	-111.5	A
Sh3bgrl3	94220_at	69.9	A
Mzf1	94101_at	-22.6	A
Golm1	95593_at	1849.3	P
H2-T18	98284_f_at	430.4	A
Slc6a4	99040_at	-5.2	A
Stag2	92513_at	2588.9	P
Nsdhl	98631_g_at	5910.8	P
Pak3	161021_at	73.6	P
Fcgbp	162286_r_at	2825.5	P
Dpp7	104036_at	230.9	A
Srgn	94085_at	-170.9	A
Clca3	162287_r_at	173.1	A
Ephb3	93469_at	1824.1	A
Hoxb4	92255_at	-200.8	A
Cdh3	162097_r_at	315	A
Sh3pxd2a	95327_at	-805	A
Hoxd13	102567_at	-543.8	A
Strap	94292_at	3404.4	P
Tpmt	102035_at	277.6	A
Cbln1	92932_at	253.2	A
Cwf19l1	101667_at	-141.6	A
Mug2	102973_f_at	2.3	A
Itih5	161813_i_at	67.2	A
Cdc34	162339_r_at	9.3	A
Foxc2	162016_f_at	-60.5	A
Nfkbia	104149_at	2290.4	P
Dpp6	98287_at	96.4	A
Cnn3	160150_f_at	10829.7	P
Rgs9	99907_at	21.3	A
Plod3	95009_at	307.8	A
C79562	97080_at	68.1	A
Id1	100050_at	3697.4	P
Tph1	161385_r_at	-32.9	A
Hes1	160887_at	1718.6	P
Rps4x	161654_r_at	-368.2	A
Mrpl50	161664_at	28	A
Tmbim1	162213_i_at	11.3	A
Ttf1	96435_at	1060.3	A
Htra2	104102_at	2970	P
Slc38a2	162135_r_at	90.5	A
Efnb3	94160_at	1465.5	P
Rfx1	99880_at	125.2	A
Sdc1	96033_at	1775.3	P
Pbsn	94632_at	-41.2	A
Insr	102146_at	-40.2	A
BC026782	94993_f_at	60.4	A
Plscr1	102839_at	1960	P
Mrps5	160470_at	315.7	P
Pcolce	93349_at	10389.3	P
Lhx9	93643_at	-68.4	A
Foxq1	92658_at	774.5	P
Akr1c21	160733_at	-38.1	A
2700099C18Rik	93441_at	934	P
Wwtr1	103100_at	1168.8	P
Rgs19	103606_r_at	4216.2	P
Iqgap1	104300_at	4101.2	P
Cdc42ep4	94036_at	855	A
Elane	100755_at	52.1	A
2310036O22Rik	95086_at	4839.3	P
Ubr7	98047_at	1926.5	P
Ankrd13a	160338_at	828.8	P
Ndufs6	96291_f_at	5393.7	P
Git1	97339_at	1832.3	A
Mtap4	161781_at	141.9	A
Rhag	102762_r_at	-4	A
Prtn3	104541_at	-69.5	A
Mapk1	161583_at	35.4	A
Mrps7	96904_at	1618	P
Cdca4	162416_at	-193.8	A
2700007P21Rik	100306_at	538	P
Serpina5	161259_f_at	129.6	A
Tbc1d10a	96131_at	253.7	A
Gtf3a	94557_at	121.3	A
Prl3b1	160443_at	-105.6	A
Rpa3	160324_at	2291	P
Arhgef2	93631_at	131.2	P
Myo5b	161747_i_at	219.3	A
Fbn1	101090_at	401.4	P
Qsox1	96603_at	198.7	A
Gbp3	103202_at	443.8	P
Setd4	101952_at	6.3	A
Gp5	100740_at	-192.9	A
Cfdp1	93784_at	1759.1	P
Dynll2	161960_f_at	3201.8	A
Cyp4f13	104129_at	-181.3	A
2410022L05Rik	96780_at	161.6	A
Ankrd28	93627_at	1567.9	P
Mcpt1	94729_r_at	-212.4	A
Fgl2	97949_at	-26	A
Itgb1bp1	100989_at	947.7	P
C1qbp	96856_at	3573.8	P
Pdia6	94207_at	926.3	P
Mocos	96151_at	291.7	A
Rrm2	102001_at	1644.8	P
Ugp2	94481_at	947.1	P
Ckm	160175_at	202.5	P
Cst3	161522_i_at	16098.2	P
Gatad2a	161854_f_at	-34	A
3200002M19Rik	98493_at	785	P
Chfr	160825_at	1091.1	P
Wdr1	96075_at	6265.6	P
Cox6c	162319_i_at	-52.3	A
Ubxn11	103489_at	110.4	A
2610020H08Rik	95877_at	148.4	P
Ofa	101153_at	-120.3	A
D5Ertd102e	101225_at	193.9	P
Adra1a	101740_at	192.7	A
Ppox	100429_at	430.2	P
Tpp2	96730_at	209.9	A
Dlst	97880_at	1935.5	P
Hr	99875_at	413.5	A
Scn9a	100670_at	93.3	A
Clip3	92442_at	165	A
Bnc1	93371_at	195.3	P
AI646383	95382_at	47.6	A
Ikzf4	98277_at	533.8	A
Eln	92207_at	54.2	A
Clpp	93048_at	2646	P
H1f0	95419_at	10072.4	P
Dom3z	97428_at	1665.6	P
AA407107	95917_at	44.8	A
Atp6v1a	95745_g_at	1915.4	P
Usf2	103013_at	1003.3	P
Cmklr1	101199_at	-118.7	A
Dntt	103961_s_at	54.9	A
Aldh1a1	161956_at	420.5	A
Cdk2	94411_at	435	P
Sephs1	94793_at	29	A
Lig1	92551_at	662.1	P
Rad17	103840_at	116.7	P
Mgat3	99423_at	118	A
Slc9a1	161201_r_at	974.7	A
2210010C04Rik	100103_f_at	1360.7	A
Fam162a	160218_at	6011	P
Stt3b	95702_at	2604.9	P
3110048L19Rik	103710_at	337	P
Stard10	96735_at	-81.4	A
Aimp2	160341_at	4138	P
Ddx6	96731_at	1382.8	P
Lypla1	101944_at	3089.9	P
Inhbc	103986_at	259.3	A
Minpp1	99640_at	1228.3	P
Aoah	99838_at	8.1	A
Rcor1	161471_f_at	9.8	A
Gpaa1	161682_f_at	1198.6	P
Ppy	94148_at	772.5	P
Cstf1	94942_at	508.2	P
Slc30a4	95571_at	3654.9	P
Myh8	162374_r_at	218.2	P
Sox4	101430_at	2251.7	P
Hpn	160639_at	353	A
Iqgap1	93850_at	352.7	P
Sh2b3	93939_at	806.6	P
LOC434035	101826_at	32.9	A
Ttc3	98555_at	2456.2	P
Gdpd5	162049_f_at	98.5	P
AI596198	97119_at	-95.8	A
Klhl21	161245_r_at	4.6	A
Trh	102665_at	1475.5	M
Dda1	161719_f_at	580.9	P
Prm1	99589_f_at	119.3	A
Mlx	100935_at	984.6	P
Vipar	94527_at	-47.4	A
Cyp17a1	161721_f_at	96.4	A
Slc31a1	101877_at	2712.4	P
Sqrdl	161733_at	-46.2	A
Haus5	97371_at	34.9	A
Zfr2	93158_at	-307.1	A
Angptl2	103556_at	13403.6	P
Htt	102928_at	4271.1	A
Mecr	160798_at	327.5	A
Snrnp40	95677_at	1809.7	P
Cycs	98132_at	1273.3	P
Sfpq	102144_f_at	207.2	P
Rnasek	96270_at	8511.9	P
Vpreb3	162208_f_at	64.8	A
Prpf39	97548_at	-2.2	A
Zfp865	104401_at	23.3	A
Sycp1	92692_at	-116.6	A
Ifrd1	160092_at	1059.4	P
LOC640502	97281_at	142.2	A
Psmb6	101992_at	5860.8	P
Smad4	160440_at	2171.7	P
Gm2889	100914_at	360.2	A
H2-M3	102731_g_at	458.1	A
Gdf3	92476_at	-71	A
Ncoa6	95351_at	113.9	A
Itga7	93061_at	127.3	A
Arid1a	104330_g_at	482.7	P
Arih1	95563_at	834.5	P
Acta1	100381_at	139.9	A
Reg3b	96009_s_at	151.3	A
Kcne1l	100907_at	-445.7	A
Rassf1	102379_at	554.5	P
Myg1	95651_at	483.8	P
Camk2d	93214_at	283.6	P
Clec4d	95951_at	26.4	A
Alppl2	102132_i_at	102.9	A
Gp9	102311_at	357.8	A
Car3	160375_at	-10	A
Scamp2	162039_f_at	507.9	A
Ubb	101255_at	67337.1	P
Krt6a	104370_s_at	475.1	A
Snx21	104488_at	515.8	A
Gpr172b	96201_at	453.5	P
Zap70	93662_s_at	-30	A
Sarnp	92565_at	2010.4	P
Ints3	97329_at	754.2	P
Timeless	100953_at	666.3	P
Smyd5	161502_r_at	68.2	A
Umps	101455_at	267.4	M
Hat1	97896_r_at	2642.9	P
Hivep3	94149_at	-26.7	A
Aktip	101892_f_at	367.4	P
Stx3	100497_at	-2.7	A
Smc4	101906_at	4173.5	P
Klf17	162265_r_at	235.3	A
Klhdc4	161130_f_at	121.3	A
Tgfb1i1	98019_at	207.7	A
Gnb2l1	99340_at	40425.8	P
Lgals7	103846_at	-499.8	A
Cradd	102951_at	2.5	A
C1d	95479_at	461.5	P
Slurp1	96537_at	32.7	A
Acads	103401_at	876.1	P
Angptl4	96119_s_at	235.7	A
Pold1	103057_at	2456.2	P
Gm10880	97566_f_at	273.1	M
Ttc7b	160777_at	263.6	P
Ralgds	100530_at	1511.1	P
Cmpk2	161186_f_at	13.5	A
H1fx	92180_at	-400.5	A
Aspscr1	104723_at	-33.3	A
Kifap3	100113_s_at	1142.8	P
Crip1	94061_at	-120.3	A
Rrs1	96778_at	1010.2	P
Elk4	98732_at	279.3	A
Col18a1	99638_at	201.3	A
Tcf7	97994_at	814.9	P
Adam23	92357_at	117.5	A
Crygb	93457_at	87.8	A
Psap	97114_at	9752	P
Pik3ca	92452_at	380.3	P
Ntsr1	95319_at	162	A
Usp38	102776_at	817.9	P
Sos2	92302_at	225.2	P
Celf1	104073_at	-18.4	A
Bmp6	92372_at	-29.2	A
Hip1r	97551_at	904.1	P
Wt1	161258_at	707.3	A
Ddx47	162489_i_at	730.3	A
Has3	99394_at	199	A
Mgst1	93026_at	3287.9	P
Foxn2	93203_f_at	518.7	P
Map4k4	161295_r_at	33.2	A
Ankrd49	92468_at	399.8	P
Got2	161995_r_at	-311.1	A
Nkx2-3	101334_at	-287.1	A
Krt13	160510_f_at	-171.8	A
Tmem167	98615_at	2332.5	P
Prp2	93651_r_at	-493.1	A
Gcg	94633_at	91.8	A
2410004B18Rik	94344_at	197.9	A
Slc22a21	92486_at	166.6	P
Zfp60	93446_at	255.5	M
Wbp11	161582_r_at	-49.9	A
Krt71	101569_at	119.9	A
Sfrp1	97997_at	227.8	A
Habp2	96517_at	-597	A
Gjb1	93771_at	-603.3	A
Mrpl37	95653_at	1414.6	P
Bcas2	95061_at	-44.6	A
Cbx2	102833_at	370.5	A
C77370	95963_at	353.5	A
Satb1	99665_at	136	A
Pwp1	103413_at	520.5	P
Cox6c	100550_f_at	19026.3	P
Cyp7b1	161345_f_at	237	A
Dctn2	94299_at	1224.5	P
Rbks	104336_at	-210.4	A
Drg1	98020_at	3080.5	P
Mfap5	99518_at	273.7	A
Pip4k2c	161763_r_at	264.7	P
Hat1	97895_f_at	12387.1	P
Slc22a1	100916_at	231.6	A
Dfna5	97124_at	496.8	P
Man1b1	104677_at	1282.2	P
Etf1	161344_r_at	184.4	A
Exosc5	162153_i_at	448.2	A
Gtf2e2	98515_at	1001	P
Vrk3	96239_at	829.3	P
Vbp1	101509_at	5020.3	P
Psmc3	93735_f_at	6142.6	P
Uba7	102279_at	13.6	A
Cnot7	101564_at	534.1	P
Bphl	96231_at	788.7	P
1190005I06Rik	93143_at	4751.2	P
Epb4.1l4b	95904_at	459.3	A
Mpdu1	160805_s_at	1007.8	P
Vprbp	92243_at	1906.1	P
Ubr5	101413_at	66.2	A
Ebf1	92535_at	48.4	A
Cyhr1	103466_at	737.3	P
Lck	102809_s_at	-45.5	A
Ace	160927_at	-78.1	A
Tpm3	93265_at	3759.8	A
Mina	102340_at	288.7	A
Rbms1	96207_at	2947.1	P
Amacr	95588_at	210.8	A
Ghr	99108_s_at	1070.1	P
Larp7	100410_at	570.9	P
Ece1	103456_at	865	P
Hp	96092_at	533.9	P
Nlrx1	97738_r_at	758.4	P
Vps52	103828_at	935.3	P
Atg5	94225_at	839.5	P
Pou2f3	92933_at	292.3	A
Pla2g12a	104343_f_at	2730.2	P
Adora2a	101363_at	1123.4	P
Fam105a	95939_i_at	3.3	A
LOC100045391	100322_at	48	A
Edem3	104114_at	1010.7	P
Sertad1	160834_at	1476.3	P
Nme1	161161_r_at	710.4	P
Pcx	AFFX-PyruCarbMur/L09192_3_at	678.2	P
Loxl1	103850_at	3522.2	P
Lyl1	100467_at	-54	A
Tulp3	97694_at	168	A
Nf1	98809_s_at	189.3	A
AI118078	95905_at	-14	A
C80360	101608_at	-112.5	A
Pvrl3	161415_r_at	427.1	P
Vcam1	92560_g_at	134.6	A
Slc39a9	102232_at	882.1	P
Reg3a	103954_at	303.3	A
BC024582	96977_at	-76.5	A
Gapdh	AFFX-GapdhMur/M32599_5_at	47944.9	P
Mcpt4	104382_at	-128.3	A
Lims1	104634_at	2722	P
Hrc	92371_at	304.6	A
Gja8	101286_at	17.3	A
Pknox1	102257_at	103.5	P
Col6a2	93517_at	2881.8	P
C2cd2	102862_at	-359	A
Ncr1	97781_at	-13.2	A
Ppp2r1b	103912_at	888.7	A
Esr1	161113_at	-16.9	A
Tceb3	95536_at	1232.4	P
Apba2	92727_at	70.2	A
Hoxa4	97746_f_at	-135.4	A
Gstm6	104636_at	-116.6	A
Acta2	93100_at	24757.8	P
Gtf3a	94559_at	652.4	P
Ikbke	92301_at	9.4	A
Itgb5	100601_at	7860.9	P
Myh9	102108_f_at	6725.5	P
Hipk2	103833_at	636.6	P
Tff1	160300_at	2903.6	P
Abcd3	93045_at	2046.6	P
Golph3l	93777_at	204.2	P
Icmt	160336_at	489.7	P
Pfkfb3	160641_at	78.2	A
Uqcrh	99115_at	7595.3	P
Nrap	160913_at	204.9	A
Ap1m1	94248_at	3528.4	P
Brd3	98947_at	-202.9	A
Gzma	102995_s_at	-4.7	A
Ubxn8	160803_at	424.5	P
Maged2	94289_r_at	1377.8	P
Psmb9	93085_at	-360.9	A
Erdr1	98525_f_at	2563.9	P
Mark3	98933_at	1505.6	P
Mcpt-ps1	102075_at	-24.5	A
Cisd1	161504_i_at	-28.9	A
Vps35	92640_at	7421.8	P
Pdxk	104320_at	1423.6	P
Zcchc10	96189_at	166.7	P
Psg17	98846_f_at	495.5	P
Sac3d1	161135_f_at	118.4	A
Uxs1	102423_at	103.8	A
Vamp8	93305_f_at	2242.7	P
Osbpl5	103311_at	970.9	P
Chd8	99821_at	3.9	A
Zp1	95932_at	-33.9	A
Madcam1	102679_at	-438.8	A
Taf1d	104639_i_at	890.3	P
4931406C07Rik	96090_g_at	528.7	P
Morc4	161009_at	540.5	P
Hivep1	92908_at	222	A
Lman2	93993_at	3169.3	P
Elf3	99059_at	82.7	A
5133401N09Rik	97324_at	491.2	A
Zfp40	95244_at	20.8	A
Agap2	95294_at	-327.3	A
Pdlim7	160837_at	368.4	A
Atxn7l3b	99163_at	258.3	A
Tubb3	160462_f_at	8781	P
Gbe1	96803_at	144.8	A
Hand1	161468_f_at	-29.9	A
Ltbp1	103209_at	1074.6	P
Cplx2	98782_at	627.3	M
Mettl8	103359_at	529.5	A
Nr1i3	104506_at	24.2	A
Erp29	161755_at	14.7	A
Tnfsf10	94112_at	6.9	A
Fhl2	100986_at	3498.1	P
Itsn1	104522_at	778.2	P
Hsf1	100451_at	874.8	P
Slc6a6	94405_at	1624.8	P
Pkp4	96187_at	2004.3	P
Zfp276	93432_at	148.6	A
Spn	99436_at	169.4	A
Snip1	104349_at	722.6	P
Zfp644	104717_at	1038	P
Ncaph	161172_f_at	372.4	P
Tmem30b	96749_f_at	1.7	A
Cand1	99338_at	2036.8	P
Hes5	162069_at	-74.8	A
Fbxo6	162050_at	129	A
Shox2	99042_s_at	1050.2	P
Tcte2	103541_at	295.4	A
2810453I06Rik	100058_at	-10.6	A
Fam60a	103385_at	108.8	A
Ivns1abp	97302_at	731.7	P
Il15ra	161023_at	211.3	A
Kcnj9	161799_r_at	555.4	P
Phkb	96722_at	-409.8	A
Fndc3a	104419_at	375.3	P
Gtf3c2	98154_at	294	P
Rpl10	161657_f_at	22086.4	P
D430019H16Rik	95397_at	82	A
2310003F16Rik	95408_at	2985.6	P
Atp13a3	103667_at	1509.9	P
Fbxl12	161098_at	-40.2	A
Arcn1	94514_s_at	1913.3	P
Col18a1	101880_at	-83.3	A
Lcat	161759_r_at	292.4	A
Snrpb	160555_r_at	29383.4	P
Adh5	95765_at	2703.8	P
Sec61a2	103913_at	1666.5	P
Gamt	161644_f_at	1306.2	P
Slc10a1	100341_g_at	68.4	A
Fez1	162435_f_at	36.7	A
Snx2	96332_at	-11.6	A
Rrm2	100349_at	-282.7	A
Lipe	103083_at	149.7	A
Slc39a1	96832_at	2751.4	P
Luc7l2	95287_at	501.3	P
Tssk2	102846_at	-34.6	A
AW549877	103895_at	1104.2	P
Galk2	160121_at	8035.1	P
S100a14	104594_at	-24.6	A
Dnahc8	161398_at	49.6	A
Entpd2	161821_f_at	-118.2	A
Dlx5	92930_at	289.6	P
Mpdz	161708_f_at	149.2	P
Creb3l1	102231_at	1535.9	A
Fzd4	95771_i_at	-20.9	A
Atp1b3	99579_at	8871.8	P
Nxf1	101079_at	1052.3	P
Dlx1as	97117_at	-929.4	A
Wwp2	160110_at	5448.1	P
Mrps14	97342_at	4195.7	P
Mtf2	103657_i_at	436.2	P
Prl8a2	98529_at	-74.2	A
Nanog	161653_f_at	252.2	A
Spg20	93609_at	949.9	P
Bag1	160540_at	2592.7	P
Rho	161871_f_at	-8.5	A
Cbx4	93697_at	1379.2	P
Rragc	98950_at	3457.8	P
Adar	96188_at	32.6	A
AA672641	96544_at	-103	A
Hras1	160536_at	3766	P
Unc5c	103742_at	140.4	A
Ror1	102586_at	-570.4	A
Nrip1	103288_at	355.1	P
Rmnd1	104537_at	289.1	P
Fabp9	94927_at	31.9	A
Msr1	94792_at	35.7	A
Gnb4	93949_at	-3.1	A
Grn	93066_at	4362.3	P
Ift81	161093_at	59.8	A
Nrl	102612_at	165.7	A
Gzmg	102876_at	-38.4	A
Rtkn	162243_f_at	-65.3	A
Tcn2	93736_at	380.1	A
Asl	161891_r_at	352.2	A
Ptcd3	160400_at	661.1	P
Acox1	162158_r_at	61.1	A
Chchd2	96906_at	-67.4	A
Folr2	104172_at	109.3	A
Xab2	160174_at	585.6	P
Ccl1	94166_g_at	-177.7	A
Ppm1a	98580_at	1117.7	P
Gsg1	96620_at	18.3	A
Gnpat	94562_at	1177.9	P
BC037034	103738_at	1436.9	A
Txnrd2	160437_at	796.7	P
Pa2g4	162127_r_at	104.2	A
Entpd7	161103_at	83.5	A
Rbp4	96047_at	-40	A
Fcer1g	162181_f_at	-406.1	A
Cav1	97849_at	385.7	P
Ppil2	95111_i_at	185.2	P
Rps27a	93030_at	25435.8	P
Reep1	102859_at	247.2	P
Casp6	94458_at	303.2	P
Tcf7l2	97660_s_at	-950.8	A
Ift27	102117_at	2351.2	P
Mybpc3	160582_at	619.5	A
Mtcp1	103045_at	53	A
AA517545	98325_at	-106.3	A
Pik3c2a	92311_s_at	325.9	P
Lsm1	96946_at	1101.9	P
Nfix	101930_at	11466.9	P
Rnf103	161940_r_at	-30	A
Cga	94700_at	93.3	A
Adcyap1r1	98362_s_at	162.6	A
Ppef2	100317_at	8.5	A
Flg	161981_r_at	-42.7	A
Arf4	160082_s_at	5019.8	P
Tubg2	99925_f_at	767	P
Slc25a39	100041_at	6451	P
Reg3b	161890_f_at	-30.5	A
Maged1	96703_at	6048.1	P
Nppa	103593_at	618.8	A
Bmp7	93243_at	-459.2	A
Ermp1	94967_at	560.9	P
Epb4.9	103600_at	-3.1	A
Smarca5	97394_at	845	P
Car12	103905_at	59.4	M
Ccrl2	93617_at	297.4	A
Itga6	95511_at	1122.7	P
Ndel1	98883_r_at	309.2	A
Cyp11a1	96228_at	-66.1	A
Tbc1d15	104283_at	1266	P
Prpf38a	104713_at	1777	P
Itpr1	93895_s_at	140	A
Map2k2	92543_at	753.3	P
0610007P14Rik	96093_at	716	P
Ppie	102278_at	18.6	A
Mmp3	98833_at	274.2	P
4833420G17Rik	101998_at	475	P
Scg2	92981_at	-59	A
Wsb2	160296_at	1617	P
Acp1	104160_at	452.5	P
Rnaseh2a	96106_at	1220	P
Gm10883	96963_s_at	219.9	P
Actl6b	104654_at	124.8	A
Itga4	102655_at	134.1	P
Rarres2	97835_at	138.9	A
Casp8	102328_at	354.8	P
Gas8	92725_at	534.1	A
Zfp143	102263_at	297.1	P
Kcna2	99380_at	-213	A
Rhou	96747_at	373.4	P
Tbxa2r	92685_at	-274.9	A
Isca1	101490_at	1310.1	P
Scmh1	103399_at	1632.2	P
Prl8a6	99530_at	-97.3	A
Clic4	94256_at	9133.9	P
Urod	161328_i_at	117.1	A
Prph	161482_f_at	-4.9	A
Ap1g2	92594_at	205.1	M
Klra3	93894_f_at	108.5	A
Hcn2	94194_s_at	-24.8	A
Tmpo	92782_at	2882.2	P
Diap1	161990_f_at	1044.5	P
Mrap	104325_at	-44	A
Phka2	104003_at	478.4	A
March5	99604_at	4061.1	P
Fndc7	100765_at	-245.7	A
5730403B10Rik	100587_f_at	289.9	A
Star	161784_f_at	200	A
Tuba1a	100343_f_at	41239.7	P
Hebp1	103085_at	-257.5	A
Ints8	104142_at	1317.4	P
Klf17	92324_at	-4.8	A
Vcl	94963_at	7340.9	P
Sars2	95630_at	-1.7	A
Ilvbl	161738_f_at	134.3	A
Pes1	160788_at	688.7	P
Usp29	96433_at	247.3	A
Prc1	95032_at	4207.5	P
Ighv14-2	92740_at	-36.8	A
Wdr45	96728_at	936.6	P
Mkln1	103831_at	125.9	A
Dag1	161183_at	897.2	P
Angel2	101914_at	939.5	P
Phc2	92867_at	2271.7	P
Wars	98605_at	2796.4	P
Klrb1b	94744_at	-219.7	A
Slpi	161650_at	11308	P
Slc22a18	102861_at	-32	A
Bat2	93900_at	163.3	A
Psmc2	95448_at	5693.6	P
Usp1	160234_at	2462.9	P
Herpud1	95057_at	2153.3	P
Eda	93394_at	-13.3	A
Dnajc15	97204_s_at	470.2	P
